"school_code","district_code","district","school","free","non_subsidized","reduced","total"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","28","768","6","802"
"0511311","0510011","Fairfield School District","Sherman School","*","462","*","479"
"0511411","0510011","Fairfield School District","Stratfield School","*","425","*","440"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","93","574","18","685"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","14","12","0","26"
"0520411","0520011","Farmington School District","East Farms School","*","406","*","443"
"0520611","0520011","Farmington School District","Farmington Alternative High School","*","7","*","12"
"0528011","0520011","Farmington School District","Farmington Collaborative PK","*","110","*","123"
"0526111","0520011","Farmington School District","Farmington High School","118","1083","19","1220"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","57","559","7","623"
"0520211","0520011","Farmington School District","Noah Wallace School","*","327","*","363"
"0520111","0520011","Farmington School District","Union School","43","273","6","322"
"0520311","0520011","Farmington School District","West District School","*","269","*","300"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","61","594","8","663"
"0530111","0530011","Franklin School District","Franklin Elementary School","*","146","*","167"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","*","424","*","459"
"0540311","0540011","Glastonbury School District","Eastbury School","7","249","0","256"
"0540811","0540011","Glastonbury School District","Gideon Welles School","34","438","7","479"
"0546111","0540011","Glastonbury School District","Glastonbury High School","173","1819","45","2037"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","*","380","*","400"
"0540611","0540011","Glastonbury School District","Hopewell School","*","373","*","386"
"0540111","0540011","Glastonbury School District","LINKS Academy","*","12","*","19"
"0541411","0540011","Glastonbury School District","LINKS Transition","*","*","0","15"
"0540111","0540011","Glastonbury School District","Links Academy","*","12","*","19"
"0540711","0540011","Glastonbury School District","Naubuc School","82","261","18","361"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","36","509","8","553"
"0540511","0540011","Glastonbury School District","PreK-Eastbury","*","*","0","30"
"0541011","0540011","Glastonbury School District","PreK-Nayaug","0","19","0","19"
"0545211","0540011","Glastonbury School District","Smith Middle School","64","951","21","1036"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","31","370","7","408"
"0566111","0560011","Granby School District","Granby Memorial High School","47","626","21","694"
"0565111","0560011","Granby School District","Granby Memorial Middle School","23","277","12","312"
"0560411","0560011","Granby School District","Kelly Lane Intermediate School","*","246","*","271"
"0560311","0560011","Granby School District","Wells Road Intermediate School","22","233","6","261"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","147","46","33","226"
"0571411","0570011","Greenwich School District","Alternative High School Programs","21","*","*","32"
"0575111","0570011","Greenwich School District","Central Middle School","63","488","16","567"
"0571211","0570011","Greenwich School District","Community Connections","*","*","0","*"
"0570211","0570011","Greenwich School District","Cos Cob School","34","386","17","437"
"0575211","0570011","Greenwich School District","Eastern Middle School","22","790","10","822"
"0570411","0570011","Greenwich School District","Glenville School","19","424","8","451"
"0576111","0570011","Greenwich School District","Greenwich High School","281","2154","99","2534"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","167","152","45","364"
"0571311","0570011","Greenwich School District","International School At Dundee","21","338","9","368"
"0570311","0570011","Greenwich School District","Julian Curtiss School","93","252","16","361"
"0570611","0570011","Greenwich School District","New Lebanon School","119","105","41","265"
"0570711","0570011","Greenwich School District","North Mianus School","*","468","*","482"
"0570811","0570011","Greenwich School District","North Street School","13","379","0","392"
"0570911","0570011","Greenwich School District","Old Greenwich School","*","437","*","449"
"0571111","0570011","Greenwich School District","Parkway School","*","250","*","261"
"0571011","0570011","Greenwich School District","Riverside School","*","*","0","483"
"0575311","0570011","Greenwich School District","Western Middle School","153","337","45","535"
"0580111","0580011","Griswold School District","Griswold Alternative School","*","8","*","14"
"0580311","0580011","Griswold School District","Griswold Elementary School","276","440","41","757"
"0586211","0580011","Griswold School District","Griswold High School","159","377","29","565"
"0585111","0580011","Griswold School District","Griswold Middle School","202","307","36","545"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","108","345","42","495"
"0590311","0590011","Groton School District","Catherine Kolnaski Magnet School","217","122","25","364"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","217","122","25","364"
"0591811","0590011","Groton School District","Charles Barnum School","78","241","64","383"
"0590311","0590011","Groton School District","Claude Chester School","204","104","23","331"
"0591711","0590011","Groton School District","Mary Morrisson School","114","201","61","376"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","*","*","0","22"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","73","282","24","379"
"0591211","0590011","Groton School District","Pleasant Valley School","84","178","34","296"
"0596111","0590011","Groton School District","Robert E. Fitch High School","291","682","97","1070"
"0590111","0590011","Groton School District","S. B. Butler School","58","212","12","282"
"0590611","0590011","Groton School District","Virtual Learning Academy","*","*","0","*"
"0595211","0590011","Groton School District","West Side Middle School","192","200","63","455"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","40","511","8","559"
"0600611","0600011","Guilford School District","A. W. Cox School","32","263","7","302"
"0600411","0600011","Guilford School District","Calvin Leete School","*","238","*","254"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","39","498","15","552"
"0606111","0600011","Guilford School District","Guilford High School","65","990","28","1083"
"0600211","0600011","Guilford School District","Guilford Lakes School","26","287","9","322"
"0600311","0600011","Guilford School District","Melissa Jones School","24","288","9","321"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","47","91","12","150"
"0621211","0620011","Hamden School District","Bear Path School","60","375","21","456"
"0620211","0620011","Hamden School District","Church Street School","232","55","46","333"
"0620311","0620011","Hamden School District","Dunbar Hill School","109","131","34","274"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","52","*","*","73"
"0626111","0620011","Hamden School District","Hamden High School","474","987","137","1598"
"0625211","0620011","Hamden School District","Hamden Middle School","279","464","73","816"
"0620411","0620011","Hamden School District","Helen Street School","183","104","29","316"
"0621111","0620011","Hamden School District","Ridge Hill School","153","129","35","317"
"0620111","0620011","Hamden School District","Shepherd Glen School","151","132","21","304"
"0621011","0620011","Hamden School District","Spring Glen School","89","348","8","445"
"0621411","0620011","Hamden School District","West Woods School","29","361","18","408"
"0630111","0630011","Hampton School District","Hampton Elementary School","22","73","6","101"
"0640711","0640011","Hartford School District","Asian Studies Academy","565","84","0","649"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","565","84","0","649"
"0645711","0640011","Hartford School District","Autism Program - Dr. James H Naylor / CCSU","8","0","0","8"
"0644311","0640011","Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","*","0","0","*"
"0644411","0640011","Hartford School District","Autism Program - Sarah J. Rawson Elementary School","45","0","0","45"
"0649311","0640011","Hartford School District","Autism Program - Simpson-Waverly","14","0","0","14"
"0648611","0640011","Hartford School District","Autism Program-Burr School","9","0","0","9"
"0640411","0640011","Hartford School District","Batchelder School","426","52","0","478"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","157","116","6","279"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","148","118","14","280"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","148","118","14","280"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","165","161","29","355"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","331","*","*","412"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","329","*","*","379"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","468","52","0","520"
"0642311","0640011","Hartford School District","Burr School","553","37","0","590"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","36","*","*","56"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","356","219","54","629"
"0642411","0640011","Hartford School District","Clark School","237","9","0","246"
"0646411","0640011","Hartford School District","Classical Magnet School","302","319","42","663"
"0646011","0640011","Hartford School District","Culinary Arts Academy","247","*","*","285"
"0649411","0640011","Hartford School District","DDP - Simpson-Waverly","*","0","0","*"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","577","83","0","660"
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","157","116","6","279"
"0645811","0640011","Hartford School District","EDP - Betances Early Reading Lab","*","*","0","17"
"0648311","0640011","Hartford School District","EDP - Bulkeley High School","*","*","0","15"
"0648211","0640011","Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","29","0","0","29"
"0645911","0640011","Hartford School District","EDP - M.D. Fox","34","0","0","34"
"0648111","0640011","Hartford School District","EDP - McDonough Expeditionary Learning School","9","0","0","9"
"0644111","0640011","Hartford School District","Early Childhood Development Center (ECDC)","*","*","0","28"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","512","*","*","613"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","491","41","0","532"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","283","21","0","304"
"0643611","0640011","Hartford School District","Global Communications Academy","626","35","0","661"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","136","116","16","268"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","136","116","16","268"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","279","25","0","304"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","330","*","*","362"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","333","34","0","367"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","563","402","57","1022"
"0641311","0640011","Hartford School District","Hartford PreKindergarten Magnet School","*","88","*","143"
"0647611","0640011","Hartford School District","High School Inc.","183","*","*","233"
"0647611","0640011","Hartford School District","High School, Inc.","183","*","*","233"
"0648411","0640011","Hartford School District","High Step Transition","*","*","0","16"
"0643611","0640011","Hartford School District","IB Global Communications Academy","626","35","0","661"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","145","*","*","207"
"0641011","0640011","Hartford School District","Kennelly School","515","56","0","571"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","746","164","0","910"
"0649511","0640011","Hartford School District","LC - Breakthrough II","*","0","0","*"
"0649611","0640011","Hartford School District","LC - Burns","8","0","0","8"
"0649811","0640011","Hartford School District","LC - Moylan","*","*","0","*"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","567","54","0","621"
"0641611","0640011","Hartford School District","M. L. King School","321","35","0","356"
"0644811","0640011","Hartford School District","MDP - Batchelder School","17","0","0","17"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","17","0","0","17"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","*","*","0","27"
"0648511","0640011","Hartford School District","MDP - Moylan School","*","*","0","11"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","220","19","0","239"
"0641911","0640011","Hartford School District","Milner Elementary School","321","13","0","334"
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","121","210","9","340"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","121","210","9","340"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","119","126","14","259"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","321","302","37","660"
"0641511","0640011","Hartford School District","Parkville Community School","454","83","0","537"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","242","156","21","419"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","746","164","0","910"
"0644011","0640011","Hartford School District","Renzulli Academy","70","*","*","99"
"0640111","0640011","Hartford School District","SAND School","375","19","0","394"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","151","204","12","367"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","191","112","6","309"
"0643011","0640011","Hartford School District","Sanchez School","431","49","0","480"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","334","39","0","373"
"0642611","0640011","Hartford School District","Simpson-Waverly School","275","18","0","293"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","569","*","*","707"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","167","246","18","431"
"0646711","0640011","Hartford School District","University High of Science and Engineering","167","246","18","431"
"0642111","0640011","Hartford School District","West Middle School","313","46","0","359"
"0650111","0650011","Hartland School District","Hartland School","*","170","*","187"
"0670211","0670011","Hebron School District","Gilead Hill School","*","265","*","294"
"0670111","0670011","Hebron School District","Hebron Elementary School","33","392","11","436"
"2860113","2860013","Highville Charter School District","Highville Charter School","190","197","75","462"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","82","215","34","331"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","138","111","22","271"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","242","437","55","734"
"0680111","0680011","Kent School District","Kent Center School","27","204","6","237"
"0698011","0690011","Killingly School District","Goodyear Early Childhood Center","49","65","16","130"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","9","*","*","16"
"0690111","0690011","Killingly School District","Killingly Central School","155","192","30","377"
"0696111","0690011","Killingly School District","Killingly High School","241","515","69","825"
"0695211","0690011","Killingly School District","Killingly Intermediate School","246","378","64","688"
"0690311","0690011","Killingly School District","Killingly Memorial School","203","241","40","484"
"2456014","2450014","Learn","Connecticut River Academy","202","199","33","434"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","80","52","13","145"
"2450314","2450014","Learn","Goodwin College Early Childhood Interdistrict Magnet School","175","167","28","370"
"2451214","2450014","Learn","LEARN ABA Program at Center School","*","*","0","*"
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","*","*","0","12"
"2450614","2450014","Learn","LEARN High School ABA at MS","*","*","0","*"
"2450914","2450014","Learn","LEARN Kelly Middle School Intensive Program","*","*","*","*"
"2450714","2450014","Learn","LEARN Ledyard RICHES Program","0","*","0","*"
"2450814","2450014","Learn","LEARN SAILS Middle School Program","*","0","0","*"
"2451014","2450014","Learn","LEARN SAILS Program at Salem","*","*","*","8"
"2450414","2450014","Learn","LEARN STS 18-21 Year Old Program","0","*","0","*"
"2451214","2450014","Learn","Learn ABA Program at Center School","*","*","0","*"
"2450514","2450014","Learn","Learn Pathways Program","0","*","0","*"
"2451014","2450014","Learn","Learn SAILS Program at Salem","*","*","*","8"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","60","192","19","271"
"2450114","2450014","Learn","Regional Multicultural Magnet School","216","270","49","535"
"2450214","2450014","Learn","The Friendship School","212","266","27","505"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","*","44","*","67"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","65","285","18","368"
"0715111","0710011","Lebanon School District","Lebanon Middle School","43","244","13","300"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","35","334","8","377"
"0720211","0720011","Ledyard School District","Gales Ferry School","30","187","7","224"
"0720411","0720011","Ledyard School District","Gallup Hill School","82","233","22","337"
"0720311","0720011","Ledyard School District","Juliet W. Long School","45","236","13","294"
"0720111","0720011","Ledyard School District","Ledyard Center School","63","337","7","407"
"0726111","0720011","Ledyard School District","Ledyard High School","124","669","40","833"
"0725111","0720011","Ledyard School District","Ledyard Middle School","47","263","13","323"
"0730111","0730011","Lisbon School District","Lisbon Central School","91","285","12","388"
"0740211","0740011","Litchfield School District","Center School","*","247","*","270"
"0746111","0740011","Litchfield School District","Litchfield High School","*","276","*","296"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","27","187","6","220"
"0746011","0740011","Litchfield School District","Litchfield Middle School","*","151","*","175"
"0766111","0760011","Madison School District","Daniel Hand High School","42","1110","12","1164"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","*","398","*","416"
"0760211","0760011","Madison School District","Island Avenue Elementary School","*","251","*","268"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","7","331","0","338"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","*","217","*","229"
"0769011","0760011","Madison School District","Town Campus Learning Center","*","*","0","43"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","16","533","7","556"
"0770211","0770011","Manchester School District","Bentley Alternative Education Program","37","*","*","53"
"0770111","0770011","Manchester School District","Bowers School","164","203","25","392"
"0770311","0770011","Manchester School District","Buckley School","101","237","27","365"
"0771711","0770011","Manchester School District","Elisabeth M. Bennet Academy","210","176","34","420"
"0770411","0770011","Manchester School District","Highland Park School","94","161","7","262"
"0775311","0770011","Manchester School District","Illing Middle School","411","306","63","780"
"0770611","0770011","Manchester School District","Keeney School","108","230","16","354"
"0776111","0770011","Manchester School District","Manchester High School","677","736","121","1534"
"0770811","0770011","Manchester School District","Manchester Preschool - Site 2","0","16","0","16"
"0778011","0770011","Manchester School District","Manchester Preschool Center","161","25","0","186"
"0779011","0770011","Manchester School District","Manchester Regional Academy","50","17","0","67"
"0779111","0770011","Manchester School District","Manchester Transition Center","*","9","*","13"
"0771611","0770011","Manchester School District","Martin School","141","114","13","268"
"0770711","0770011","Manchester School District","New Horizons","15","7","0","22"
"0771011","0770011","Manchester School District","Robertson School","153","172","31","356"
"0771211","0770011","Manchester School District","Verplanck School","290","69","27","386"
"0771311","0770011","Manchester School District","Waddell School","190","147","40","377"
"0771411","0770011","Manchester School District","Washington School","274","57","26","357"
"0780411","0780011","Mansfield School District","Annie E. Vinton School","*","205","*","268"
"0780211","0780011","Mansfield School District","Dorothy C. Goodwin School","42","156","9","207"
"0785111","0780011","Mansfield School District","Mansfield Middle School School","96","412","22","530"
"0780511","0780011","Mansfield School District","Southeast Elementary School","52","176","14","242"
"0790111","0790011","Marlborough School District","Elmer Thienes-Mary Hall Elementary School","47","501","8","556"
"0800711","0800011","Meriden School District","Nathan Hale School","372","210","48","630"
"0800111","0800011","Meriden School District","Benjamin Franklin School","204","106","36","346"
"0801111","0800011","Meriden School District","Casimir Pulaski School","414","85","58","557"
"0800211","0800011","Meriden School District","Community Classroom Collaborative-Meriden School District","7","*","*","11"
"0806111","0800011","Meriden School District","Francis T. Maloney High School","676","418","83","1177"
"0800311","0800011","Meriden School District","Hanover School","340","218","58","616"
"0800411","0800011","Meriden School District","Israel Putnam School","387","155","46","588"
"0800511","0800011","Meriden School District","John Barry School","407","46","23","476"
"0805211","0800011","Meriden School District","Lincoln Middle School","466","215","62","743"
"0806211","0800011","Meriden School District","Orville H. Platt High School","640","303","70","1013"
"0800811","0800011","Meriden School District","Roger Sherman School","400","116","43","559"
"0800611","0800011","Meriden School District","STARS-Meriden School District","23","*","*","39"
"0800911","0800011","Meriden School District","STEP-Meriden School District","16","*","*","19"
"0801211","0800011","Meriden School District","Steps-Meriden School District","*","*","0","16"
"0801011","0800011","Meriden School District","Thomas Hooker School","169","208","44","421"
"0801311","0800011","Meriden School District","Venture Academy-Meriden School District","34","*","*","42"
"0805411","0800011","Meriden School District","Washington Middle School","421","184","69","674"
"0830211","0830011","Middletown School District","Bielefield School","147","128","14","289"
"0831611","0830011","Middletown School District","Evening Program - MHS","*","*","0","11"
"0830511","0830011","Middletown School District","Farm Hill School","*","173","*","337"
"0830611","0830011","Middletown School District","ICM - Farm Hill","*","*","0","*"
"0830711","0830011","Middletown School District","ICM - Lawrence","*","*","0","*"
"0832011","0830011","Middletown School District","ICM - Spencer","*","*","0","7"
"0830811","0830011","Middletown School District","ICM - Wesley","*","*","0","*"
"0830411","0830011","Middletown School District","ICM- Woodrow Wilson Middle School","*","*","0","6"
"0831511","0830011","Middletown School District","Keigwin Middle School","106","184","22","312"
"0831311","0830011","Middletown School District","Lawrence School","64","202","14","280"
"0831811","0830011","Middletown School District","MHS - Alternative Education Program 1","*","*","*","8"
"0831911","0830011","Middletown School District","MHS - Alternative Education Program 2","7","0","0","7"
"0832211","0830011","Middletown School District","MHS- Alternative Education Program 3","*","*","0","*"
"0830911","0830011","Middletown School District","MacDonough School","137","*","*","208"
"0836211","0830011","Middletown School District","Middletown High School","398","744","60","1202"
"0831211","0830011","Middletown School District","Moody School","44","208","9","261"
"0830311","0830011","Middletown School District","OASIS","*","*","0","*"
"0832111","0830011","Middletown School District","STEM - Macdonough","*","12","*","20"
"0831111","0830011","Middletown School District","Snow School","136","228","29","393"
"0830111","0830011","Middletown School District","Spencer School","130","134","29","293"
"0839111","0830011","Middletown School District","Transition to Life Center","*","*","0","25"
"0831711","0830011","Middletown School District","Virtual Learning Academy - MHS","6","*","*","11"
"0831411","0830011","Middletown School District","Wesley School","91","167","9","267"
"0835411","0830011","Middletown School District","Woodrow Wilson Middle School","231","405","34","670"
"0840111","0840011","Milford School District","Calf Pen Meadow School","52","228","13","293"
"0845111","0840011","Milford School District","East Shore Middle School","74","355","27","456"
"0845211","0840011","Milford School District","Harborside Middle School","55","460","21","536"
"0841911","0840011","Milford School District","J. F. Kennedy School","68","298","12","378"
"0846211","0840011","Milford School District","Jonathan Law High School","176","712","52","940"
"0846311","0840011","Milford School District","Joseph A. Foran High School","108","792","20","920"
"0841611","0840011","Milford School District","Live Oaks School","52","256","7","315"
"0841711","0840011","Milford School District","Mathewson School","49","359","6","414"
"0840711","0840011","Milford School District","Meadowside School","69","235","11","315"
"0840811","0840011","Milford School District","Orange Avenue School","54","347","8","409"
"0841811","0840011","Milford School District","Orchard Hills School","42","313","15","370"
"0841011","0840011","Milford School District","Pumpkin Delight School","97","163","20","280"
"0840311","0840011","Milford School District","The Academy","24","*","*","47"
"0845311","0840011","Milford School District","West Shore Middle School","117","305","28","450"
"0850511","0850011","Monroe School District","Fawn Hollow Elementary School","*","464","*","497"
"0855211","0850011","Monroe School District","Jockey Hollow School","45","719","16","780"
"0850211","0850011","Monroe School District","Masuk Alternative Program","7","6","0","13"
"0856111","0850011","Monroe School District","Masuk High School","63","998","31","1092"
"0850111","0850011","Monroe School District","Monroe Elementary School","18","326","10","354"
"0850411","0850011","Monroe School District","REAL","0","*","0","*"
"0850311","0850011","Monroe School District","Stepney Elementary School","26","395","9","430"
"0860711","0860011","Montville School District","Dr. Charles E. Murphy School","121","187","34","342"
"0865111","0860011","Montville School District","Leonard J. Tyl Middle School","164","332","55","551"
"0860111","0860011","Montville School District","Mohegan School","109","172","52","333"
"0866111","0860011","Montville School District","Montville High School","158","436","60","654"
"0860511","0860011","Montville School District","Oakdale School","47","226","24","297"
"0869011","0860011","Montville School District","Palmer Academy","14","*","*","28"
"0860311","0860011","Montville School District","Pre School Program","*","32","*","40"
"0880811","0880011","Naugatuck School District","Andrew Avenue School","153","94","25","272"
"0888211","0880011","Naugatuck School District","Central Avenue Preschool","9","21","0","30"
"0885111","0880011","Naugatuck School District","City Hill Middle School","253","353","69","675"
"0880211","0880011","Naugatuck School District","Cross Street Intermediate School","108","179","25","312"
"0880911","0880011","Naugatuck School District","Genesis Academy","8","*","*","11"
"0888111","0880011","Naugatuck School District","Head Start","81","29","8","118"
"0880411","0880011","Naugatuck School District","Hillside Intermediate School","147","136","29","312"
"0880511","0880011","Naugatuck School District","Hop Brook Elementary School","145","150","15","310"
"0880311","0880011","Naugatuck School District","Maple Hill School","108","305","37","450"
"0886111","0880011","Naugatuck School District","Naugatuck High School","438","653","107","1198"
"0880611","0880011","Naugatuck School District","Salem School","135","106","25","266"
"0880711","0880011","Naugatuck School District","Western School","122","145","14","281"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","335","102","62","499"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc. Family Academy","335","102","62","499"
"2800113","2800013","New Beginnings Inc., Family Academy District","New Beginnings Inc., Family Academy","335","102","62","499"
"0899111","0890011","New Britain School District","Alternative Center School","48","*","*","51"
"0891011","0890011","New Britain School District","Behavior Support","*","0","*","11"
"0899411","0890011","New Britain School District","CLIMB","12","6","0","18"
"0890311","0890011","New Britain School District","Chamberlain  Elementary School","361","87","19","467"
"0891111","0890011","New Britain School District","Frank J. DiLoreto School","579","163","49","791"
"0890511","0890011","New Britain School District","Gaffney School","350","192","36","578"
"0890611","0890011","New Britain School District","Holmes School","250","177","34","461"
"0895411","0890011","New Britain School District","House of Arts Letters and Science (HALS)  Academy","69","69","11","149"
"0890711","0890011","New Britain School District","Jefferson School","317","104","21","442"
"0891611","0890011","New Britain School District","KEY Elementary","33","*","*","44"
"0891711","0890011","New Britain School District","KEY Middle","*","0","*","12"
"0890811","0890011","New Britain School District","Lincoln School","514","150","24","688"
"0896111","0890011","New Britain School District","New Britain High School","1758","571","131","2460"
"0899011","0890011","New Britain School District","New Britain Transition Center","33","*","*","38"
"0890911","0890011","New Britain School District","Northend School","228","41","16","285"
"0890111","0890011","New Britain School District","Preschool at Roosevelt","*","78","*","137"
"0895311","0890011","New Britain School District","Pulaski Middle School","630","96","40","766"
"0891811","0890011","New Britain School District","STEPS","31","*","*","36"
"0895211","0890011","New Britain School District","Slade Middle School","582","107","44","733"
"0891211","0890011","New Britain School District","Smalley Academy","556","106","16","678"
"0891311","0890011","New Britain School District","Smith School","430","106","44","580"
"0890411","0890011","New Britain School District","Sunrise Intermediate","12","0","0","12"
"0890211","0890011","New Britain School District","Sunrise Primary","22","0","0","22"
"0891511","0890011","New Britain School District","Vance School","375","128","20","523"
"0900411","0900011","New Canaan School District","East School","0","543","0","543"
"0906111","0900011","New Canaan School District","New Canaan High School","0","1251","0","1251"
"0905111","0900011","New Canaan School District","Saxe Middle School","0","1327","0","1327"
"0900211","0900011","New Canaan School District","South School","0","542","0","542"
"0900311","0900011","New Canaan School District","West School","0","547","0","547"
"0910311","0910011","New Fairfield School District","Alternative Learning Center","0","8","0","8"
"0910111","0910011","New Fairfield School District","Consolidated School","*","475","*","501"
"0910211","0910011","New Fairfield School District","Meeting House Hill School","32","447","11","490"
"0916111","0910011","New Fairfield School District","New Fairfield High School","38","846","20","904"
"0915211","0910011","New Fairfield School District","New Fairfield Middle School","41","532","14","587"
"0920311","0920011","New Hartford School District","Ann Antolini School","15","270","11","296"
"0920111","0920011","New Hartford School District","Bakerville Consolidated School","*","99","*","113"
"0920211","0920011","New Hartford School District","New Hartford Elementary School","*","50","*","61"
"0931211","0930011","New Haven School District","Edgewood School","151","274","12","437"
"0931411","0930011","New Haven School District","Nathan Hale School","138","371","15","524"
"0931511","0930011","New Haven School District","Augusta Lewis Troup School","327","*","*","482"
"0930211","0930011","New Haven School District","Barnard Environmental Magnet School","307","249","7","563"
"0930311","0930011","New Haven School District","Beecher School","254","240","11","505"
"0931811","0930011","New Haven School District","Benjamin Jepson Magnet School","263","249","18","530"
"0935511","0930011","New Haven School District","Betsy Ross Arts Magnet School","205","222","29","456"
"0934311","0930011","New Haven School District","Bishop Woods School","256","*","*","481"
"0932411","0930011","New Haven School District","Blake Street Leadership Academy (STEP)","*","*","0","16"
"0934811","0930011","New Haven School District","Celentano BioTech, Health and Medical Magnet School","223","*","*","368"
"0934111","0930011","New Haven School District","Christopher Columbus Academy","286","*","*","461"
"0934211","0930011","New Haven School District","Clemente Leadership Academy","405","104","11","520"
"0930611","0930011","New Haven School District","Clinton Avenue School","404","*","*","577"
"0934111","0930011","New Haven School District","Columbus Family Academy","286","*","*","461"
"0933111","0930011","New Haven School District","Conte/West Hills Magnet School","395","234","8","637"
"0936411","0930011","New Haven School District","Cooperative High School","284","309","54","647"
"0930911","0930011","New Haven School District","Davis 21st Century Magnet Elementary School","172","309","16","497"
"0935611","0930011","New Haven School District","Domus Academy","20","9","0","29"
"0938111","0930011","New Haven School District","Early Learning Center","42","81","0","123"
"0934611","0930011","New Haven School District","East Rock Community Magnet School","266","193","17","476"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","118","477","9","604"
"0931611","0930011","New Haven School District","Fair Haven School","513","*","*","765"
"0938011","0930011","New Haven School District","Headstart","200","167","0","367"
"0938311","0930011","New Haven School District","Helene Grant Headstart","95","171","0","266"
"0936611","0930011","New Haven School District","High School In The Community","153","84","14","251"
