"Student Counts by School and Year"
"All Districts, All Schools"
"2016-17"

"District","District Code","School","School Code","Count"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",689
"New Haven School District","=""0930011""","Sound School","=""0936711""",333
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",344
"New Haven School District","=""0930011""","Strong Self Contained Autism","=""0937611""",21
"New Haven School District","=""0930011""","Truman School","=""0932911""",533
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",209
"New Haven School District","=""0930011""","West Rock Self Contained Autism","=""0938411""",11
"New Haven School District","=""0930011""","Wexler Grant Self Contained","=""0938611""","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",435
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1488
"New Haven School District","=""0930011""","Wilbur Cross Self Contained MD","=""0938511""",21
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",444
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",416
"New London School District","=""0950011""","Harbor","=""0950611""",224
"New London School District","=""0950011""","Jennings School","=""0950311""",534
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",523
"New London School District","=""0950011""","New London High School","=""0956111""",585
"New London School District","=""0950011""","New London Visual and Performing Arts Magnet School","=""0951411""",105
"New London School District","=""0950011""","Pre-Kindergarten at Winthrop","=""0950711""","*"
"New London School District","=""0950011""","Science and Technology Magnet School of Southeastern Connecticut","=""0951311""",559
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",560
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",445
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",19
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1366
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",447
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",903
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",1025
"Newington School District","=""3480015""","SAGE","=""3480415""","*"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",480
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",296
"Newington School District","=""0940011""","John Paterson School","=""0940811""",371
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",688
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",599
"Newington School District","=""0940011""","Newington High School","=""0946111""",1269
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",347
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",300
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",273
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",365
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1684
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",750
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",60
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",659
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",356
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",102
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",401
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",577
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",462
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",391
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",278
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",318
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",369
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",276
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1015
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",746
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""",6
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",405
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",371
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",359
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1481
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",456
"Norwalk School District","=""1030011""","Center for Global Studies","=""1030511""",290
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",342
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",448
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",446
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",594
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",537
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",447
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",406
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",657
"Norwalk School District","=""1030011""","Norwalk Early Childhood Center","=""1030111""",171
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1616
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",49
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",692
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",485
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",425
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",472
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",387
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",688
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",323
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",7
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""",8
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2323
"Norwich School District","=""1040011""","ABA Autism Program","=""1040411""",20
"Norwich School District","=""1040011""","ABA Program @ Kelly","=""1041111""",6
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",204
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""",60
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",331
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",700
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",406
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",355
"Norwich School District","=""1040011""","Special Needs Program","=""1040511""",13
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",331
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",273
"Norwich School District","=""1040011""","Transition Academy","=""1041011""",18
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",242
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",315
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""",9
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",259
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",328
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",363
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",497
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",451
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",194
"Orange School District","=""1070011""","Peck Place School","=""1070511""",345
"Orange School District","=""1070011""","Race Brook School","=""1070311""",343
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",283
"Oxford School District","=""1080011""","Alternative Education","=""1080411""",14
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",496
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",436
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",599
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",393
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",360
"Path Academy District","=""2930013""","Path Academy","=""2930113""",157
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",20
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",309
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",506
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",669
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",344
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",425
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",299
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",414
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",386
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",548
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",700
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",338
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",341
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",313
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",493
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",375
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",209
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",295
"Portland School District","=""1130011""","Portland High School","=""1136111""",376
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",216
"Portland School District","=""1130011""","Valley View School","=""1130211""",234
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",138
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",287
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",619
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",280
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",268
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",436
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",500
"Regional School District 01","=""2010012""","ALPSS","=""2010512""","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",412
"Regional School District 01","=""2010012""","LEAPSS","=""2010412""","*"
"Regional School District 01","=""2010012""","SELC","=""2010312""","*"
"Regional School District 01","=""2010012""","TOTAL","=""2010212""","*"
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",333
"Regional School District 04","=""2040012""","Region 4 Transition Academy","=""2040112""",6
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",606
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",370
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",400
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1452
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",194
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",148
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",548
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",82
"Regional School District 07","=""2070012""","AIM","=""2079112""",7
"Regional School District 07","=""2070012""","FLEX","=""2079012""",8
"Regional School District 07","=""2070012""","Highlander Transition Academy","=""2070112""",19
"Regional School District 07","=""2070012""","Links","=""2079212""",16
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",705
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",326
"Regional School District 07","=""2070012""","STEP","=""2079312""",12
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",1025
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",514
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",952
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",777
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",372
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",443
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",760
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",246
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",86
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",409
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",47
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",165
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",547
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",297
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",260
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",261
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",349
"Regional School District 13","=""2130012""","Middlesex Transition Academy","=""2130312""",25
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",254
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",38
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",374
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",722
"Regional School District 14","=""2140012""","Region 14 Transition Academy","=""2140412""","*"
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",368
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",363
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",513
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""",16
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",448
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",303
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",1219
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",348
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",494
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",358
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",548
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""",603
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",12
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",680
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",277
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",189
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",643
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",727
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",263
"Regional School District 17","=""2170012""","RSD17 Transition Program","=""2170412""","*"
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""",45
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",201
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",487
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",321
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",247
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1137
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""",16
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""",20
"Regional School District 19","=""2190012""","STAAR Program","=""2190312""",19
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""",15
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",321
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",351
"Ridgefield School District","=""1180011""","District Program ERMS","=""1181011""","*"
"Ridgefield School District","=""1180011""","District Program RES","=""1180711""",8
"Ridgefield School District","=""1180011""","District Program SES","=""1180911""","*"
"Ridgefield School District","=""1180011""","District Program SRMS","=""1181111""","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",784
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",328
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",340
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",6
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1666
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",372
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",479
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",292
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",600
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",555
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",726
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",724
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",402
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",280
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",116
"Seymour School District","=""1240011""","Bungay School","=""1240111""",443
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",501
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",654
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",551
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",150
"Shelton School District","=""1260011""","Alternative Learning Center 1","=""1260211""",6
"Shelton School District","=""1260011""","Alternative Learning Center 2","=""1261311""","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",343
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",452
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",783
"Shelton School District","=""1260011""","Life Skills","=""1260311""","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",408
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",269
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",742
"Shelton School District","=""1260011""","Pre-Kindergarten","=""1260111""",54
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1481
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",219
"Shelton School District","=""1260011""","Therapeutic Learning Center","=""1261211""","*"
"Shelton School District","=""1260011""","Transition Program","=""1260711""",14
"Sherman School District","=""1270011""","Sherman School","=""1270111""",313
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",236
"Simsbury School District","=""3480015""","SAGE","=""3480415""","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""",358
"Simsbury School District","=""1280011""","Farmington Valley Transition Academy","=""1280211""",31
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",689
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",388
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1412
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",659
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",256
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",349
"Somers School District","=""1290011""","Aspire","=""1290511""",8
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",358
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",590
"Somers School District","=""1290011""","Somers High School","=""1296111""",467
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",439
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",422
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",312
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",360
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""",8
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1326
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",964
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",328
"Southington School District","=""3480015""","Hartford Detention Center","=""3480315""",9
"Southington School District","=""1310011""","Achieve","=""1311711""",7
"Southington School District","=""1310011""","Alta","=""1310111""",43
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",562
"Southington School District","=""1310011""","EASE","=""1310511""",12
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",271
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",348
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",801
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",797
"Southington School District","=""1310011""","Language Based Classroom II","=""1312311""",9
"Southington School District","=""1310011""","Language Based Classroom at Hatton School","=""1310411""",7
"Southington School District","=""1310011""","Language Based Classroom, Multihandicapped","=""1311811""",8
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",279
"Southington School District","=""1310011""","STELLAR","=""1312211""",8
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",229
"Southington School District","=""1310011""","Southington High School","=""1316211""",2003
"Southington School District","=""1310011""","Southington Public Schools Preschool Program","=""1312111""",26
"Southington School District","=""1310011""","Southington Public Schools Preschool Program at Hatton School","=""1312011""",81
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",276
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",436
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""",10
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""",9
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",315
"Sprague School District","=""1330011""","Sayles School","=""1330111""",336
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",480
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",399
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",328
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""",9
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",161
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",139
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",148
"Stamford Charter School for Excellence District","=""2960013""","Stamford Charter School for Excellence","=""2960113""",217
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""",68
"Stamford School District","=""1350011""","Apples PreK","=""1350111""",162
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",536
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",651
"Stamford School District","=""1350011""","Dolan School","=""1355311""",478
"Stamford School District","=""1350011""","Hart School","=""1352211""",642
"Stamford School District","=""1350011""","Individuals Achieving Independence","=""1350211""",21
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",601
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",536
"Stamford School District","=""1350011""","New School at 200 Strawberry Hill Avenue","=""1350711""",229
"Stamford School District","=""1350011""","Newfield School","=""1350611""",615
"Stamford School District","=""1350011""","Northeast School","=""1351811""",636
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",70
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",703
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",819
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",601
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",674
"Stamford School District","=""1350011""","Springdale School","=""1351111""",642
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1765
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",715
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",666
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",678
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",624
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",2138
"Stamford School District","=""1350011""","Westover School","=""1351411""",715
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",424
"Stonington School District","=""3480015""","SAGE","=""3480415""","*"
"Stonington School District","=""1370011""","Community Classroom","=""1370811""","*"
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",379
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",369
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",279
"Stonington School District","=""1370011""","SAILS","=""1370711""","*"
"Stonington School District","=""1370011""","Stonington BOE Pre-School","=""1370111""",20
"Stonington School District","=""1370011""","Stonington HS PreK","=""1370211""",20
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",686
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",141
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",178
"Stratford School District","=""1380011""","ABA Nichols","=""1382511""","*"
"Stratford School District","=""1380011""","ABA Second Hill Lane","=""1380611""","*"
"Stratford School District","=""1380011""","ABA Whitney","=""1382411""",6
"Stratford School District","=""1380011""","ALPHA","=""1380511""",31
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1019
"Stratford School District","=""1380011""","Chapel School","=""1380311""",515
"Stratford School District","=""1380011""","DLC Whitney","=""1382311""",6
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",540
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",480
"Stratford School District","=""1380011""","Franklin STEPS K-2","=""1382111""","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""",277
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",586
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""",7
"Stratford School District","=""1380011""","High School Sails","=""1380711""",11
"Stratford School District","=""1380011""","IPP Class Room - Second Hill Lane","=""1382711""",6
"Stratford School District","=""1380011""","IPP Classroom - Johnson","=""1381111""","*"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""",9
"Stratford School District","=""1380011""","Lordship School","=""1380811""",269
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","*"
"Stratford School District","=""1380011""","Middle School Sails","=""1381811""",6
"Stratford School District","=""1380011""","Nichols School","=""1380911""",412
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",625
"Stratford School District","=""1380011""","Steps K-2 Nichols","=""1382611""","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",401
"Stratford School District","=""1380011""","Stratford Academy - Victoria Soto School","=""1382211""",276
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",920
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",19
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",354
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",480
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",470
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",798
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",523
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",281
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",562
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",262
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",205
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",428
"Thompson School District","=""1410011""","District Autism Program","=""1410211""","*"
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",411
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",346
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",247
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",499
"Tolland School District","=""1420011""","TALC","=""1420311""",9
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",815
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",537
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",602
"Torrington School District","=""1430011""","ABC / Forbes School","=""1431511""","*"
"Torrington School District","=""1430011""","ABC / Torringford","=""1432411""","*"
"Torrington School District","=""1430011""","East School","=""1430111""",365
"Torrington School District","=""1430011""","East TPS - PreK - Reg Ed","=""1432211""",48
